ECcode,OutsideFarm-11,TxAntibiotic-9,Baseline-26,Baseline-25,OutsideFarm-1,Neg-DNAextr,Baseline-17,TxAntibiotic-1,OutsideFarm-13,Baseline-9,TxAntibiotic-10,OutsideFarm-9,Baseline-24,Baseline-14,Baseline-1,TxAntibiotic-4,Baseline-32,Baseline-4,TxAntibiotic-8,Baseline-30,Neg-DNAextr,Baseline-15,OutsideFarm-2,Neg-DNAextr,Baseline-6,Baseline-33,Baseline-29,Baseline-2,Neg-DNAextr,Baseline-8,Baseline-19,Baseline-28,Baseline-18,Baseline-31,OutsideFarm-4,SequencingBlank,TxAntibiotic-3,Neg-DNAextr,TxAntibiotic-5,Baseline-23,TxAntibiotic-6,Baseline-22,Baseline-27,TxAntibiotic-7,Baseline-12,Baseline-21,Neg-DNAextr,Baseline-20,OutsideFarm-5,Baseline-16,OutsideFarm-7,Kefir,OutsideFarm-6,Baseline-5,OutsideFarm-10,Baseline-13,Baseline-7,OutsideFarm-12,Baseline-3,TxAntibiotic-11,OutsideFarm-8,TxAntibiotic-12,TxAntibiotic-2,OutsideFarm-3,Baseline-10,Baseline-11
2.4.1.1,10135,4861.4,3407.5,8092,8424.2,230.73,13733,6012.6,22954,9319.9,11846,17440,10651,6408.7,8910.2,5383.8,9022.9,14474,4699,7641.3,832.29,3063.4,6560.1,208.45,6630.3,5294.7,9433.4,6622,176.24,9849.2,4250.6,17552,4539.3,8612.2,6880.2,163.19,8298.5,216.1,8547.7,4782.8,5038.1,4443.1,15433,7397.5,8850.1,11190,187.4,7046.1,6355.1,10321,8720.5,3.17E+05,7969.8,9630.3,5115.9,13536,6123,5196.2,6927.8,3936.7,5684.1,5806.5,9555.6,7197.2,7063.1,7047.2
2.4.1.109,1899.1,624.85,513.91,1498.3,1381.6,30.493,2109.1,1003.1,3708,1477.2,1377.4,2829.1,1748.1,1030.6,1566.9,855.06,1629.6,2460.3,746.23,1275.8,105.82,416.86,1124.7,28.471,1241.8,702.23,1810.6,1014.1,25.469,1796.9,729.46,2785.6,678.56,1046.6,1197.1,25.34,1383.9,19.368,1335.2,750.21,808.83,636.47,2160.4,913.25,1410,1440.4,24.443,1096.5,1029.8,1783.9,1367.3,33190,1306.1,1657.1,885.56,2398.1,1145.8,753.2,1130.7,408.71,888.86,951.47,1618.6,1268.6,1211.8,1224.4
2.4.1.11,208.64,107.87,61.954,152.68,193.31,4.0657,389.67,119.03,469.6,198.38,322.01,252.2,413.11,138.37,167.89,137.42,242.1,248.17,88.449,147.52,12.21,64.054,122.14,6.1009,146.57,163.62,217.68,98.76,6.1125,157.71,92.581,363.47,88.508,261.9,143.53,1.0136,137.38,7.1355,183.19,103.69,102.76,108.79,500.43,195.26,182.24,322.23,1.0185,144.57,152.64,173,237.04,4398.7,158.81,186.16,81.431,215.7,127.2,136.21,131.29,169.79,162.72,121.1,185.27,148.65,138.49,137.4
2.4.1.117,5675,852.81,319.92,4589.5,4920.2,45.739,2168.1,3878.2,6027.5,4826.3,1026,5620.5,1647.3,2755.2,4860.6,2733.1,5338.5,6024.1,1061.4,4814.1,143.46,1148.9,4010.3,92.53,4129.4,1121.9,6053.3,3721.3,38.713,4332.4,1973.7,2162.5,1756.9,320.77,4657.1,67.912,5169.4,68.297,4369,1855.2,1525.1,2282.6,2999.6,935.62,4485.6,2341,76.386,3227.3,3342.9,4423.6,1616.5,19634,4018,5566.4,3971.8,5243.9,4122.4,1381.4,4651.1,583.59,2012.7,1185.5,5107.1,4631.5,3707.7,4032.5
2.4.1.12,3680.2,2220.6,1538.7,2805.2,2983,108.76,5412.7,2323.7,10688,3338.9,4388.2,5227,4335.6,2273.9,3297.7,1899.5,3073.1,4495.5,1844.2,2716.3,273.7,1204.8,2237.2,87.446,2202.6,2266.3,3323.1,2291.8,66.219,3227.4,1492.5,6453.9,1642,3809.7,2415.6,61.83,2666.1,68.297,2965.6,1743.4,1911.7,1645.1,5962.5,3039.8,3044,4619,85.552,2406.7,2181.8,3341.9,3247.3,1.03E+05,2569.4,3304,1790.5,4208.1,2141.1,2048.2,2402.9,1449.8,2127.6,2116.6,3307.4,2496.5,2430.7,2647.3
1.1.1.103,833.03,316.6,219.76,630.18,679.98,18.978,1013.9,417.51,2509.7,757.34,851.61,1318,853.47,509.07,746.42,399.77,826.67,1087.2,312.89,841.09,109.74,209.72,568.07,9.5774,473.56,302.6,881.58,450.25,6.3714,836.63,291.3,1074.2,297.95,391.91,519.72,13.705,654.05,14.813,651.04,303.39,378.28,291.09,1073.5,484.91,619.77,648.37,10.591,539.77,507.26,843.15,700.07,35810,551.01,728.89,366.77,984.73,461.93,273.92,571.12,289.67,408.1,648.37,871.42,572.86,559.14,454.91
2.4.1.129,74035,46244,35677,55619,61362,1722.8,1.04E+05,44544,2.30E+05,67302,98669,1.06E+05,82431,44954,62272,37260,67029,90825,36603,58198,5972.5,25357,44930,1621.8,46765,47821,67236,44001,1227.6,64689,33295,1.25E+05,33231,82789,47911,1392.7,59987,1677.9,58072,38795,37013,34321,1.16E+05,68063,61589,1.02E+05,1443.2,47832,46290,65914,67126,2.22E+06,53266,66887,38070,86295,44318,46477,48624,29644,45993,41316,64175,48973,48937,50291
2.4.1.13,163.86,168.93,81.251,150.64,150.58,6.0986,271.65,105.81,685.08,223.82,258.01,457.62,211.64,126.16,180.1,100.77,160.72,337.67,123.02,152.6,26.454,67.105,105.86,6.1009,123.16,104.67,166.82,164.94,6.1125,234.02,102.75,622.07,82.404,166.48,154.73,3.0408,169.94,10.194,138.41,101.65,91.565,112.86,236.99,175.94,182.24,283.61,6.1108,157.8,144.5,235.07,252.3,8540.3,141.5,179.04,97.717,318.46,123.13,121.98,123.15,100.65,110.85,92.603,197.48,136.43,148.67,168.95
1.1.1.330,24.438,9.373,3.1246,18.127,17.026,1.0543,51.753,25.562,46.145,14.933,18.786,50.567,30.594,9.5849,15.995,10.66,20.215,22.537,20.152,25.488,3.1656,7.4143,13.908,0,11.732,14.71,7.462,9.6253,0,42.959,11.694,38.964,5.3205,25.015,16.041,1.0542,15.978,0,18.144,6.3426,19.126,7.4366,14.706,15.71,29.817,18.915,1.0591,14.934,21.269,13.981,22.174,883.52,30.968,17.075,10.662,51.545,11.762,5.2677,7.4726,2.0991,12.687,20.096,29.975,17.068,13.898,10.679
2.4.1.131,23.408,3.053,4.0625,13.232,15.261,1.0164,27.47,8.1389,56.921,25.434,26.411,26.44,25.438,18.313,7.1224,7.1255,15.259,8.1366,22.366,3.0521,2.0349,3.0502,16.286,0,5.0892,18.293,24.412,15.272,0,13.227,10.174,24.435,7.1213,20.302,13.233,0,18.317,0,19.336,10.165,7.1217,8.1339,23.394,17.289,12.217,10.165,0,8.1446,12.212,11.194,39.676,398.5,14.252,17.293,12.215,8.1395,18.317,14.231,7.1242,9.1503,14.238,7.1233,9.1617,7.127,10.183,13.231
2.4.1.142,71.243,20.354,34.532,31.554,72.236,1.0164,110.9,16.278,324.24,27.468,39.616,49.829,65.121,15.261,32.56,16.287,51.879,33.563,15.25,15.26,18.314,19.318,32.571,1.0168,23.41,38.618,33.567,15.272,2.0375,31.542,23.4,175.12,18.312,36.544,29.52,0,76.32,0,19.336,18.298,41.713,18.301,65.097,42.713,26.47,87.42,0,28.506,44.776,25.441,41.71,10543,30.54,44.759,7.1252,45.785,18.317,34.56,26.461,38.635,25.425,42.74,21.377,34.617,18.33,15.267
2.4.1.144,73.279,31.548,31.485,70.232,85.462,3.0493,112.93,44.764,392.35,76.301,117.83,97.625,101.75,40.697,62.067,39.699,88.5,103.74,40.666,79.353,5.0873,24.402,64.125,2.0336,61.071,75.203,79.34,43.78,6.1125,76.311,35.608,140.5,38.658,128.92,37.664,1.0136,73.267,0,64.116,46.761,43.748,31.519,203.43,65.087,72.283,176.87,4.0739,73.302,46.811,55.97,83.421,2108.4,54.971,97.656,41.733,91.57,41.722,49.807,54.958,28.468,52.884,33.581,78.383,50.907,63.136,56.997
2.4.1.145,2.0355,2.0354,2.0313,1.0179,3.0522,0,3.0523,3.0521,59.97,6.104,7.1106,33.558,2.035,7.1219,6.105,0,14.241,11.188,3.05,1.0174,0,0,0,0,2.0357,1.0163,4.0687,1.0181,0,3.0524,3.0521,16.29,3.052,0,2.0359,0,3.0528,1.0194,4.0708,3.0496,8.1391,4.0669,12.206,3.0509,1.0181,6.0991,0,1.0181,4.0705,4.0705,13.225,18.298,2.036,2.0345,2.0358,10.174,1.0176,2.0329,5.0887,1.0167,2.034,1.0176,5.0898,1.0181,3.055,2.0356
2.4.1.15,4525,1457.3,947.59,3067.8,2776.5,80.298,5785,2162.9,7925.2,3633.9,3683.3,7493.7,3622.3,2416.4,3193.9,1876,3950,6006.8,1667.3,3859.8,201.46,1026.9,2525.3,70.16,2505.9,2063,3959.9,2425.2,65.2,4450.5,1572.9,7201.2,1722.3,2268.8,2569.3,55.748,2835,78.491,3200.7,1608.2,1789.6,1506.8,5561.7,2038,3230.4,4266.3,89.626,2679.6,2222.5,4123.4,3253.4,71015,3043.8,3686.5,1924.8,5567.4,2290.6,1928.2,2625.8,1318.7,2290.3,2519.6,3491.6,2782.6,2700.6,2624.9
2.4.1.152,151.65,82.432,74.141,116.04,144.47,2.0329,260.46,87.494,787.74,135.31,173.7,369.14,219.78,81.393,139.4,81.434,123.09,279.69,82.349,121.06,12.21,74.222,75.321,3.0504,115.02,95.528,139.35,87.56,0,203.5,76.303,317.65,79.352,236.52,92.632,4.0544,141.45,5.0968,98.718,94.539,73.252,57.954,299.04,169.84,121.15,326.3,1.0185,115.04,112.96,239.14,151.58,4794.2,132.34,138.35,79.395,294.04,109.9,104.7,101.77,56.935,121.02,94.638,157.78,87.56,102.85,103.82
2.4.1.16,393.87,233.05,99.532,272.79,257.4,8.1314,541.27,169.9,1120.1,317.41,598.31,349.82,427.35,224.85,324.58,139.46,267.53,358.01,163.68,257.39,16.279,109.81,213.75,8.1345,241.23,181.91,285.83,213.81,3.0563,227.92,142.43,516.19,170.91,256.82,209.69,3.0408,265.59,8.1549,299.21,152.48,186.18,118.96,765.91,246.11,333.93,472.68,6.1108,223.98,163.84,231,268.57,4959.9,246.35,309.24,165.92,270.64,179.1,195.16,226.96,166.74,230.86,196.4,319.64,271.84,194.5,246.31
2.4.1.18,11450,4749.5,3442,9022.3,9187.2,268.34,13620,6710.6,19398,10404,11188,18778,10407,7240.9,9973.5,5797.1,10453,15424,4620.7,8772.6,792.61,3339,7551.4,253.19,7335.6,5294.7,10672,7066.9,175.23,11230,4767.4,16646,4986.9,7627.5,7834,166.23,9316.2,225.28,9257.1,4920.1,5277.2,4828.5,16078,6853.4,9923.2,10867,217.95,7619.3,6942.2,11218,9388.9,2.98E+05,8190.7,10726,5728.7,14790,7284.1,5154.5,7735.9,3622.5,6230.2,6274.6,10228,7904.8,8043.7,7799.4
2.4.1.182,5262.8,2342.7,1727.6,4414.4,4412.5,107.74,6839.1,3182.3,10766,4979.9,6276.6,11245,5162.8,3584.3,4801.5,2655.8,5180.8,8742.8,2495.9,4372.6,311.35,1610.5,3786.4,111.85,3534,2614.8,4619,3413.8,86.594,6469.1,2295.2,8141.9,2494.5,4037.1,3953.7,103.39,4206.8,98.878,4680.4,2484.4,2622.8,2322.2,7179,3438.4,4796.2,5280.8,96.755,3722.1,3349,6362.2,4285,1.03E+05,4083.1,5177.8,2780.9,8015.4,3484.3,2695.7,3827.7,1838.2,2944.2,2997.9,5349.4,4008.4,4095.7,3973.5
1.1.1.336,273.07,63.528,84.364,171.67,175.58,6.3261,258.76,135.26,725.73,217.6,211.86,436.81,178.29,129.93,186.6,120.46,171.29,375.62,81.67,141.24,41.153,68.847,196.85,3.1925,141.85,66.194,144.98,227.8,6.3714,215.87,89.302,427.56,115.99,74.004,129.4,1.0542,178.96,3.1743,266.82,98.31,102.01,67.992,434.88,150.81,188.49,226.98,0,147.21,205.24,192.51,140.44,18477,184.74,168.62,107.68,307.12,158.25,91.657,153.72,78.715,98.325,92.02,165.93,160.02,167.85,156.98
2.4.1.198,53.941,23.407,42.657,41.732,51.888,0,119.04,54.938,259.19,61.04,116.82,39.66,175.01,34.592,39.682,33.592,45.776,54.922,26.433,39.677,7.1223,28.469,26.464,1.0168,35.625,56.91,36.619,22.399,0,37.647,38.66,71.269,36.624,105.57,25.448,1.0136,51.898,3.0581,46.815,32.529,27.47,21.351,148.5,64.07,61.085,73.189,1.0185,33.597,35.617,36.635,62.057,3660.7,36.647,50.862,31.554,42.733,30.528,41.675,50.887,49.818,45.765,41.722,54.97,41.744,34.623,37.658
2.4.1.20,99.74,110.93,61.954,100.77,98.689,6.0986,202.47,85.459,365.92,137.34,179.8,132.2,147.54,76.306,121.08,65.147,120.03,110.86,78.283,105.8,16.279,51.854,88.553,1.0168,93.642,85.366,105.79,83.488,2.0375,82.416,63.077,165.95,60.022,209.11,71.256,4.0544,116.01,2.0387,104.82,92.506,70.2,63.037,290.9,133.22,104.86,183.99,3.0554,88.573,73.269,90.569,131.24,2142.9,90.601,106.81,62.091,114.97,66.145,95.548,73.278,59.985,91.531,99.726,119.1,79.415,94.704,66.157
2.4.1.21,5665.9,3650.4,2160.3,4783.9,4903.9,120.95,9133.4,3670.7,12962,5590.3,6912.5,9868.2,6745.1,3886.5,4849.4,3246.2,5354.8,8196.6,2753.1,4531.3,484.31,1916.6,4017.5,119.98,3873.9,3406.5,5271,3715.2,86.594,6060.1,2678.7,10626,2852.6,5486.7,4180.7,92.238,4835.6,146.79,5058,2795.5,2880.2,2668.9,9642.5,4732,5161.6,7819,107.96,3950.1,3764.2,5818.8,5530.2,1.62E+05,4528,5598.9,3372.3,7561.6,3802.8,3275.1,4252.1,2336.4,3388.7,3296.1,5423.7,4308.8,4386.9,4130.2
2.4.1.217,185.23,13.23,8.1251,198.48,195.34,3.0493,76.306,185.16,146.37,187.19,35.553,197.28,47.823,141.42,193.32,160.83,171.91,224.77,37.616,145.48,10.175,51.854,147.59,4.0673,139.45,35.569,192.25,159.85,5.0938,170.94,124.12,30.544,95.629,12.181,164.91,2.0272,188.26,2.0387,225.93,47.778,135.31,104.72,43.737,23.391,217.87,58.958,2.0369,217.87,168.93,220.83,71.213,380.2,211.74,234.98,147.59,162.79,145.52,42.692,193.37,11.184,91.531,134.33,156.77,155.78,138.49,179.13
1.1.1.34,4079.1,1671.5,1314.4,2922.7,3237.1,90.674,4589.1,2230.3,11179,3388.8,4334.3,6055.1,3850.6,2367.5,3096.6,1961.5,3492.9,4642.7,1566.6,2840.8,378.82,1063.4,2427.4,93.646,2360.3,1828.2,3463.4,2368.9,57.342,3548.4,1662.7,6271.2,1533.4,2879.9,2570.8,59.036,3062.5,92.055,3176.2,1685,1778.8,1511.8,5744.8,2477.9,3229.8,4410.4,57.194,2443.9,2536.3,3637.2,2838.3,1.53E+05,2645.1,3467.3,1846.6,4641.2,2278.7,1722.5,2420.1,1448.4,2117.7,2141.8,3556.4,2591.2,2539.1,2509.5
2.4.1.227,13385,5266.5,4355,10299,10815,293.75,16430,7571.3,34620,12106,14030,25332,12400,8096.6,11451,6667.4,11913,19709,5785.8,10062,1082.6,3959.2,8674.1,258.27,8470.5,6455.3,11899,8045.4,194.58,14517,5524.3,20461,5851.7,9621.2,9110.5,181.44,10696,272.17,11038,6012.9,6341.4,5650,18089,8375.9,11297,14566,248.51,8966.2,8243.8,14248,10713,4.02E+05,9641.3,12639,6583.7,19036,7740,6326.5,8739.4,4435.9,7705.9,7399.1,12110,9383.2,9218.8,8743.9
2.4.1.25,12234,4016.8,2749.3,10213,9668.4,235.81,13491,7132.8,19161,11201,9845.1,24091,10317,7864.6,10769,6179.8,10752,18795,4702,8761.4,615.57,3301.3,8379,231.83,8055.2,4638.2,11213,7964.9,174.21,13673,4969.9,18647,4981.9,6317,8783.8,176.37,9941,236.49,10533,4918,5576.3,4875.2,16017,6337.8,10526,12084,226.1,8468.4,7269.9,13321,8576.1,2.16E+05,9348.1,11838,6414.7,17762,7739,4724.5,8364.9,3429.3,5999.3,6363.2,12202,9128.7,8650.6,8435.5
2.4.1.255,1666.1,566.85,463.13,1320.2,1244.3,38.624,1994.1,919.7,2755.6,1559.6,1574.5,3552.1,1429.6,1126.3,1301.4,797.04,1365.1,2518.3,717.76,1292,127.18,453.47,1101.3,38.639,1100.3,716.46,1443.4,1006.9,19.356,1864,649.08,2615.6,670.42,910.55,1091.2,18.245,1368.7,23.445,1335.2,718.7,737.61,616.14,2151.3,1014.9,1401.9,1483.1,37.684,1182,1007.4,1817.5,1352,53637,1195.1,1581.8,809.22,2604.7,1088.8,732.87,1079.8,590.7,801.4,885.33,1550.4,1151.5,1154.8,1235.6
2.4.1.256,80.403,49.866,41.641,82.446,57.992,3.0493,125.14,60.025,460.45,99.699,90.406,76.269,73.261,48.836,64.102,41.735,80.362,72.212,56.933,81.388,5.0873,44.736,78.375,1.0168,45.803,54.878,95.615,52.943,1.0188,60.031,38.66,88.577,41.71,151.25,45.807,3.0408,60.039,1.0194,44.779,50.827,64.096,27.452,80.354,105.77,71.265,188.05,2.0369,57.012,68.181,51.899,55.953,1986.4,54.971,66.121,25.447,60.029,54.951,69.12,68.189,45.752,49.833,55.969,99.76,70.252,57.026,55.979
2.4.1.258,177.09,71.237,90.391,92.625,127.18,3.0493,334.73,80.372,612.91,130.22,269.19,128.13,262.52,72.236,139.4,66.165,99.69,97.639,40.666,152.6,25.437,54.904,77.357,4.0673,99.749,91.463,98.667,79.415,3.0563,73.259,53.921,272.86,69.178,112.68,74.309,3.0408,102.78,2.0387,106.86,55.91,73.252,40.669,173.93,181.02,111.99,266.33,1.0185,95.699,90.569,85.481,136.32,9750,106.89,85.449,72.27,115.99,55.969,82.334,80.402,87.436,107.8,117.03,90.599,80.433,96.74,70.228
2.4.1.280,123.15,66.149,65.001,92.625,122.09,6.0986,275.72,90.546,330.34,125.13,187.92,161.69,113.96,77.323,133.29,59.04,111.9,151.54,64.049,98.683,10.175,38.636,94.66,2.0336,75.321,87.398,94.598,73.306,4.075,117.01,70.199,236.2,65.109,129.93,96.704,1.0136,67.162,5.0968,95.664,75.224,44.765,49.82,268.53,149.5,114.02,105.72,4.0739,85.518,86.498,107.87,132.25,3073.1,95.691,111.9,74.306,160.76,73.268,77.252,77.349,98.62,76.276,46.81,105.87,77.379,94.704,124.17
2.4.1.315,155.72,147.56,57.891,96.696,108.86,7.115,195.34,86.476,2421.2,150.57,242.78,110.84,160.77,65.114,159.75,68.201,163.78,101.71,74.216,113.94,8.1397,54.904,67.178,3.0504,89.571,90.447,95.615,90.615,3.0563,104.8,50.869,195.48,82.404,208.1,85.507,3.0408,99.725,10.194,85.487,60.993,75.287,70.154,333.62,171.87,109.95,173.82,3.0554,94.681,76.322,102.78,134.29,775.65,105.87,114.95,59.037,122.09,77.339,109.78,89.562,130.14,101.7,158.75,127.25,74.324,78.411,73.281
1.1.1.350,211.44,106.23,83.322,188.73,210.7,6.3261,370.72,153.37,523.33,211.2,234.82,536.87,239.48,166.14,213.26,125.79,226.62,326.26,80.61,145.49,10.552,77.321,164.75,4.2566,183.45,108.22,183.35,164.7,3.1857,269.57,107.38,462.31,103.22,170.94,191.42,2.1084,203.46,2.1162,193.18,114.17,105.2,106.24,414.92,128.82,209.78,270.07,5.2957,173.88,138.25,277.47,232.3,5266.5,191.14,232.65,117.28,354.37,176.43,119.05,138.78,98.657,164.93,126.92,280.48,176.02,173.19,152.7
2.4.1.34,121.11,87.52,67.032,67.178,95.637,1.0164,170.93,52.903,492.97,118.01,201.13,110.84,135.33,64.097,99.714,41.735,82.397,77.297,57.95,81.388,13.227,51.854,47.839,4.0673,87.535,63.008,99.684,77.379,2.0375,57.996,56.973,231.11,43.745,138.05,59.04,2.0272,94.637,3.0581,88.54,66.075,76.304,49.82,253.27,124.07,100.79,130.11,2.0369,80.428,78.357,53.935,101.73,7279.7,66.169,96.638,40.715,77.326,32.564,72.169,65.136,37.618,72.208,73.268,97.724,65.161,64.154,69.21
2.4.1.342,1590.8,268.67,223.44,1042.3,992.99,25.411,1272.8,789.48,1412.9,1318.5,786.23,2141.6,725.48,787.48,1227.1,664.71,1326.5,1751.4,386.33,1225.9,63.083,322.31,898.76,20.336,1019.9,340.45,1512.6,844.04,15.281,1309.5,523.95,1529.2,443.56,295.4,1001.6,14.19,1016.6,21.407,1072.7,464.56,521.92,496.16,1293.8,491.2,1139.2,878.27,20.369,923.4,771.36,1219.1,727.39,21970,1059.7,1368.2,686.06,1670.6,943.33,429.97,948.54,319.24,633.6,810.02,1290.8,980.47,905.29,937.39
2.4.1.5,1356.7,894.54,806.41,1317.1,1425.4,46.756,2274.9,979.73,4541.5,1551.4,2126.1,2004.4,1863.1,1054,1434.7,843.86,1469.9,1900.9,838.74,1231,110.9,629.36,1007.7,38.639,1097.2,1006.1,1565.4,966.22,35.656,1302.4,765.07,2401.8,780.29,1435.4,1113.6,30.408,1231.3,31.6,1315.9,901.68,764.06,835.75,2544.9,1210.2,1383.6,1981.2,30.554,1131.1,1044.1,1348.4,1488.4,40422,1282.7,1511.6,906.94,1816.1,947.4,983.94,1062.5,629.34,1097.4,831.39,1429.2,1021.2,1088.6,1123.6
2.4.1.7,885.45,534.28,345.32,773.57,797.65,18.296,1221.9,582.95,2073.5,848.46,1054.4,1117.6,1018.5,641.99,846.55,480.46,846.35,1042.5,427,689.76,85.467,332.47,638.19,18.303,582.21,474.59,787.3,542.67,22.413,708.17,413.05,1422.3,453.73,688.24,659.62,10.136,796.78,25.484,752.09,463.54,501.57,409.74,1546.1,761.72,883.69,1126.3,22.406,625.1,660.44,756.1,745.7,31506,771.63,839.23,468.23,926.89,666.54,446.23,613.7,306.03,516.64,501.69,866.28,684.19,607.94,635.1
2.4.1.80,483.44,244.24,127.97,565.93,447.66,8.1314,3714.6,336.75,791.81,584.97,393.11,1748.1,533.18,426.3,525.03,331.84,468.95,1407.6,320.25,359.12,32.559,141.33,400.02,9.1513,461.09,220.53,438.41,418.46,6.1125,998.15,301.14,1130.1,300.11,279.15,471.3,8.1088,476.24,35.678,583.15,227.71,273.68,245.03,812.7,1956.7,509.04,527.57,9.1663,507,361.26,886.36,3396.9,9361.7,463.18,638.83,302.31,1235.2,466.07,239.89,453.91,169.79,302.05,297.14,579.22,493.8,486.76,412.21
1.1.1.36,963.72,339.51,193.72,663.23,658.7,6.3261,1142.8,459.05,3180.9,769.07,868.31,1636.4,744.8,531.43,666.44,393.37,913.91,1360.8,339.41,798.61,43.263,213.96,572.35,21.283,588.75,284.74,847.46,486.61,6.3714,924.69,401.86,1603.9,387.33,452.36,559.29,13.705,605.05,14.813,748.16,339.33,457.97,326.15,935.94,412.64,670.88,593.72,13.769,618.71,465.78,845.31,592.37,17150,688.76,827.07,394.49,1125.4,594.52,320.27,642.65,264.48,421.85,467.5,806.12,614.47,637.19,574.51
2.4.2.1,4504.3,1944.9,1405.2,3377.2,3510.2,94.087,5558.7,2533.5,9647.8,4118.4,5303.2,7303.2,4374.2,2719.9,3767.8,2344.7,3779.3,5843.5,1948,3452.1,288.73,1254.1,2802.9,101,2738.6,2129.3,4309.2,2605.8,88.616,4017.7,1889.3,7415.1,2044.8,2728.9,2956,76.37,3367.2,91.773,3550,1958.2,2182.9,1824,6325.8,2576.8,3679.8,4589.6,75.6,2936.1,2640.8,4002.2,3620.9,1.21E+05,3171.6,4088.1,2322.9,5427,2634.1,1938.1,2945.7,1616.6,2460.9,2511.9,4168.3,3063.9,3054,3032.1
2.4.2.10,4660.6,1768.9,1774.4,3810.7,3969.6,91.019,5182.3,2642.9,11305,3894.5,4399.9,7941.4,3667.5,2860,3754.5,2185.1,3999.4,6341.3,1976.7,3583.2,463.81,1241.9,2908.2,98.962,2934,1921.9,4536.3,2855.6,62.855,4710.3,1881.2,6727.4,1863.7,2649.1,3118.4,83.498,3801,81.462,3734,2009.3,2060.2,1799.4,5741.5,2823.3,3727.9,4292.9,95.011,2946.3,2873.9,4440.8,3075.6,1.91E+05,3288.3,4390.5,2560,5906.5,2812,2042.5,3197.1,1284.7,2445.5,2413.6,3930.9,3283.8,3183.8,3081.2
2.4.2.14,5010.2,2310.2,1704.9,3790.2,4286.7,120.68,6760.7,2901.6,15117,4422,5248.9,8811.7,4789.4,2998.1,4318.5,2456.2,4460,6748.1,2337.6,3910.8,468.93,1484.1,3180.2,92.841,3397.2,2275.4,4578.3,3274.4,87.585,4992.7,2113.6,10160,2178.9,3300.9,3275.8,83.498,3855.2,107.24,4232.8,2180.1,2411.8,2163.2,7583.5,3032.9,3966.3,5538.3,74.579,3420.7,3128.5,4993,4220.4,2.06E+05,3887,4432.4,2580.5,6535.6,3004.3,2329,3287.1,1891,2863.2,2926.6,4518.3,3549.7,3622.4,3439.2
2.4.2.17,5003,1977.6,1213,3656.3,3612.5,76.701,5139.3,2794.2,10039,4381.1,3838,7018.9,4226.9,2486.7,4006.3,2234.2,3934.9,6278.9,1892.8,3725.5,296.92,1180.5,2971.6,93.861,3157.9,1729.8,4399.3,2732.7,73.16,4449.4,1950.8,6575.7,1815.6,2431.1,3529.2,68.224,4080.3,71.15,3742.2,1761.8,1872.2,1803.5,5948.5,2401,3634.8,4309.3,74.579,3005.6,2897.4,4512.4,3102.3,1.12E+05,3308.7,4209.7,2491.6,5677,3019.6,1928.9,3169.5,1427.5,2344.2,2357.2,4075.2,3433.1,3115.3,3225.4
2.4.2.18,6244.8,2266.2,1703.9,5075.5,5209.5,154.43,7080.7,3687.8,14703,5865.7,5674.4,11589,5732.3,3917.7,5512,3239.9,5561.4,9376,2566.7,4982.7,546.75,1811.2,4214.1,131.61,4148.8,2550.3,5866.4,4086.3,81.403,6702.3,2591.8,8697.2,2681.4,3984.4,4508,100.81,5236.5,112.4,5238.7,2641.2,2995.3,2596.5,8580.9,3388.7,5507.9,5770.6,101.14,4260,4067,6572.8,4730.8,2.16E+05,4776.3,5998.8,3383.8,8552.9,4079,2524.5,4480.9,1938.3,3169.3,3427.3,5806.7,4569.3,4624.4,4346.2
2.4.2.19,2349.7,749.93,619.77,1890.5,1786.3,41.93,2084,1182.9,3949.5,2023.4,2038.4,4489.7,1693.6,1505.7,2061.5,1066,2197.8,3463,861.02,1962.6,108.53,551.94,1752.7,55.092,1543.2,885.86,2200.7,1477.5,29.882,2856.5,948.26,3322.7,942.58,1092.8,1741.1,25.457,1877.5,40.215,1864.5,872.23,867.63,1001.4,2646.7,952,1896.7,1595.4,44.951,1685.8,1373.1,2474.5,1439.9,45163,1817.6,2224.4,1286.7,3306.2,1520.5,900.5,1531.1,590.95,1184.4,1168.4,2199.3,1788.6,1641,1606.6
2.4.2.21,9202.7,2181.2,1410.3,7475.2,7554.4,127.84,7476.6,5710.2,12372,8471.9,4864.4,16535,5739.5,5503.2,8045.3,4656.7,8771.6,14230,2965.5,7683.3,350.16,2207.7,6383,209.15,6516.3,2798.6,8764.7,5945.7,98.92,10392,3643.5,9632.9,3507.3,2822,7210.6,129.32,7649.1,151.58,7981.2,3194.4,3697.4,3606,7746.5,3339.7,7613.3,5560.8,130.77,6352.7,5477.9,10081,4721.6,1.09E+05,6977.7,8960.9,5518.7,12728,6271.3,3239.8,7033.1,1945.5,4345.5,4353,8872.8,7150.5,6740.8,6558.2
